datetime,last_price,volume,amount,bid_price1,bid_volume1,ask_price1,ask_volume1,tick_volume,tick_amount
2025-05-06 13:30:00.500000000,3057.0,3750.0,114558600.0,3055.0,30.0,3058.0,30.0,0.0,0.0
2025-05-06 13:30:05.500000000,3057.0,3750.0,114558600.0,3055.0,30.0,3058.0,60.0,0.0,0.0
2025-05-06 13:30:12.000000000,3057.0,3750.0,114558600.0,3055.0,30.0,3058.0,60.0,0.0,0.0
2025-05-06 13:30:13.500000000,3057.0,3750.0,114558600.0,3055.0,30.0,3058.0,60.0,0.0,0.0
2025-05-06 13:30:28.000000000,3059.0,3900.0,119146500.0,3055.0,30.0,3059.0,90.0,150.0,4587900.0
2025-05-06 13:30:30.000000000,3059.0,3900.0,119146500.0,3056.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:31.000000000,3059.0,3900.0,119146500.0,3056.0,60.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:31.500000000,3059.0,3900.0,119146500.0,3057.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:32.500000000,3059.0,3900.0,119146500.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:33.500000000,3059.0,3900.0,119146500.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:34.000000000,3059.0,3900.0,119146500.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:39.500000000,3059.0,3900.0,119146500.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:40.500000000,3059.0,3900.0,119146500.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:30:41.000000000,3059.0,3900.0,119146500.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:31:10.500000000,3058.0,3930.0,120063900.0,3057.0,30.0,3059.0,90.0,30.0,917400.0
2025-05-06 13:31:20.500000000,3058.0,3930.0,120063900.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:31:24.500000000,3058.0,3930.0,120063900.0,3058.0,30.0,3059.0,90.0,0.0,0.0
2025-05-06 13:31:50.000000000,3060.0,4080.0,124653000.0,3057.0,30.0,3060.0,630.0,150.0,4589100.0
2025-05-06 13:31:52.500000000,3060.0,4080.0,124653000.0,3058.0,30.0,3060.0,630.0,0.0,0.0
2025-05-06 13:32:07.000000000,3060.0,4080.0,124653000.0,3058.0,30.0,3060.0,720.0,0.0,0.0
2025-05-06 13:33:01.500000000,3060.0,4080.0,124653000.0,3057.0,30.0,3060.0,720.0,0.0,0.0
2025-05-06 13:33:03.000000000,3060.0,4080.0,124653000.0,3057.0,30.0,3060.0,720.0,0.0,0.0
2025-05-06 13:33:08.000000000,3060.0,4080.0,124653000.0,3057.0,30.0,3060.0,720.0,0.0,0.0
2025-05-06 13:33:10.000000000,3060.0,4080.0,124653000.0,3057.0,30.0,3059.0,30.0,0.0,0.0
2025-05-06 13:33:40.000000000,3060.0,4080.0,124653000.0,3057.0,30.0,3059.0,60.0,0.0,0.0
2025-05-06 13:33:41.500000000,3060.0,4080.0,124653000.0,3057.0,30.0,3059.0,60.0,0.0,0.0
